Date Added,category,sellerlink,brand_name,product_count,positive_rating_percentage,rating_count,country,Count of seller brands,Hero Product 1 #ratings,Hero Product 2 #ratings,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,businessaddress,sellerstorefront-url,Sample Brand URL,email_id,phone_number
15-Nov-20,Garden,Seller 807,Kibon,2000,NULL,NULL,Canada,14,233,141,0,0,0,Songhuannanjie17hao3zhuang1danyuan101shiXiaodianquTaiyuanshi030032CN,Seller 807-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Kibon,NULL,NULL
15-Nov-20,Garden,Seller 808,VCM,NULL,82,515,Germany,0,0,0,13,11,13,Ersteiner Straï¿½e12Endingen am Kaiserstuhl79346DE,Seller 808-storefrontlink,https://www.amazon.de/-/en/VCM/b/ref=bl_dp_s_web_18091030031?ie=UTF8&node=18091030031&field-lbr_brands_browse-bin=VCM,amazon@vcm24.de,NULL
15-Nov-20,Garden,Seller 809,zmk,3000,100,2,Canada,5,267,9,0,0,0,wenfengguojiAzuo1213-510haozengduqujiaotongdadaosuizhoushihubeisheng441399CN,Seller 809-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=zmk,NULL,NULL
15-Nov-20,Garden,Seller 810,OKM,NULL,NULL,NULL,Canada,0,0,0,0,0,0,boluoxianshiwanzhenxinhuxiaoquerxiang12haohuizhoushiguangdongsheng516100CN,Seller 810-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=OKM,NULL,NULL
15-Nov-20,Garden,Seller 811,VDB Store,254,98,211,Germany,1,168,117,0,0,1,Von-Kleist-Straï¿½e5Dormagen41542DE,Seller 811-storefrontlink,https://www.amazon.de/-/en/stores/VDB-Schweisstechnik%2A++-+Schwei%C3%9Ffachhandel+/page/F338C0D9-D06A-48F5-9CFC-C3E14B47E8EF?ref_=ast_bln,amazon@vdbschweisstechnik.com,21339747276
15-Nov-20,Garden,Seller 812,Vdual,594,91,47,Canada,1,121,114,0,0,6,baoanqu fuyong jiedao heshalu 30hao606shishenzhenshi518103CN,Seller 812-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Vdual,NULL,NULL
15-Nov-20,Garden,Seller 813,Vehi Mercatus Store,248,97,30,Germany,1,4,4,0,0,3,Klaffermï¿½hlweg 5Langdorf94264DE,Seller 813-storefrontlink,https://www.amazon.de/-/en/stores/Vehi+Mercatus+-+dein+Ausstatter+f%C3%BCr+Reenactment+und+Mittelalter/page/0BF25255-99FA-4919-A980-8DA2FF642B4D?ref_=ast_bln,kontakt@vehimercatus.de,9921
15-Nov-20,Garden,Seller 814,VEIKIN DESIGN,27,94,18,Germany,1,7,4,0,0,0,M  Kindler und M  Veitenhansl Metallbau GbRSeeweg 5Kï¿½nigsdorfBayern82549DE,Seller 814-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=VEIKIN+DESIGN,NULL,NULL
15-Nov-20,Garden,Seller 815,Dean morris Cards,2000,94,36,Other,15,911,521,0,0,0,,Seller 815-storefrontlink,https://www.amazon.de/Dean-morris-Cards/b/ref=bl_dp_s_web_3826946031?ie=UTF8&node=3826946031&field-lbr_brands_browse-bin=Dean+morris+Cards,NULL,NULL
15-Nov-20,Garden,Seller 816,Velaurs,3000,NULL,NULL,Canada,2,0,0,0,0,0,jiancailu 39hao 1dong14lou 1416haoCheng duChenghuaquSi chuan610000CN,Seller 816-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Velaurs,NULL,NULL
15-Nov-20,Garden,Seller 817,Velidy,383,77,31,Canada,2,444,134,0,20,19,Xinghe World A Dong Dasha 17Ceng 1703BLonggangqu Bantianjiedao Meibandadao Yabaolu 1HaoShenzhenGuangdong518000CN,Seller 817-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Velidy,NULL,NULL
15-Nov-20,Garden,Seller 818,Toyvian Store,10000,97,340,Canada,14,311,91,3,2,3,yangmeimaantangzhongxingluzuocedaoluBqu6lou6018longgangqubantianjiedaoshenzhenguangdong518000CN,Seller 818-storefrontlink,https://www.amazon.de/-/en/stores/Toyvian/page/8FC751D1-61D8-495B-821F-DD63B9BCC95E?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 819,Vendilo Valvibrata,263,57,7,Other,14,18,18,0,0,100,VIA I SILONE 16CORROPOLITE64013IT,Seller 819-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Vendilo+Valvibrata,NULL,NULL
15-Nov-20,Garden,Seller 820,Sharmans,10000,100,4,Other,15,51755,35167,0,0,0,13 Nottingham RoadBelperDE56 1JGGB,Seller 820-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=Sharmans,NULL,NULL
15-Nov-20,Garden,Seller 821,nonbrand,10000,NULL,NULL,Canada,6,63,1,0,0,0,PUDONGXINQUHUANHUXIERLU888HAOCLOUSHANGHAISHANGHAI200000CN,Seller 821-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=nonbrand,NULL,NULL
15-Nov-20,Garden,Seller 822,Vepbk,3000,95,132,Canada,3,740,209,0,3,4,Long Gang Qu Ban Tian Jie DaoLi Pu Lu 3 Hao B Dong 607ShenzhenGuangdong518000CN,Seller 822-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Vepbk,NULL,NULL
15-Nov-20,Garden,Seller 823,Panetta Casalinghi,355,67,3,Other,15,2352,1246,0,0,0,Via Bruno Rutto 33OmegnaVerbania28887IT,Seller 823-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Panetta+Casalinghi,NULL,NULL
15-Nov-20,Garden,Seller 824,Stihl,667,75,4,Other,14,981,778,0,0,25,"VIA SANTI APOSTOLI,70BAIANOAvellino83022IT",Seller 824-storefrontlink,https://www.amazon.de/-/en/Stihl/b/ref=bl_dp_s_web_18967435031?ie=UTF8&node=18967435031&field-lbr_brands_browse-bin=Stihl,NULL,NULL
15-Nov-20,Garden,Seller 825,NORDFOL Store,35,100,8,Germany,4,6,6,0,0,0,Vergeo GmbHMargarete-Steiff Str  5Bad ZwischenahnNiedersachsen26160DE,Seller 825-storefrontlink,https://www.amazon.de/-/en/stores/NORDFOL/page/7C6B5DD0-800E-462C-932F-BC4ED739E915?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 826,Vï¿½ritable,17,NULL,NULL,Other,4,72,67,0,0,0,2507Avenue de l'EuropeRILLIEUX LA PAPE69140FR,Seller 826-storefrontlink,https://www.amazon.de/-/en/V%C3%A9ritable/b/ref=bl_dp_s_web_20130400031?ie=UTF8&node=20130400031&field-lbr_brands_browse-bin=V%C3%A9ritable,NULL,NULL
15-Nov-20,Garden,Seller 827,loco,78,92,38,Other,2,71,22,0,0,3,ul  Gruszkowa 12CzempinPoland64-020PL,Seller 827-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=loco,NULL,NULL
15-Nov-20,Garden,Seller 828,PEARL,31,97,37,Germany,15,377,318,0,0,3,Alsenstrasse46Bochum44789DE,Seller 828-storefrontlink,https://www.amazon.de/-/en/PEARL/b/ref=bl_dp_s_web_7166517031?ie=UTF8&node=7166517031&field-lbr_brands_browse-bin=PEARL,wernerkrueger2@aol.com,176
15-Nov-20,Garden,Seller 829,Verlike,1000,71,14,Canada,15,75,47,100,100,21,HE FEI SHI BIN HU SHI JI CHENGZHEN HUI YUAN 21-1202HE FEIAN HUI230000CN,Seller 829-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Verlike,NULL,NULL
15-Nov-20,Garden,Seller 830,tesa Store,3000,93,1528,Germany,15,17071,6686,9,7,5,HornetwegHornetweg 29 ABerlinBerlin12685DE,Seller 830-storefrontlink,https://www.amazon.de/-/en/stores/tesa/page/12E699E9-FA20-4BC9-A12B-8A9CDE0C446C?ref_=ast_bln,Impressum,030/86204408
15-Nov-20,Garden,Seller 831,Wolf Garten Store,1000,97,105,Germany,16,10255,6818,0,0,3,Limesstr  10Heilbronn74080DE,Seller 831-storefrontlink,https://www.amazon.de/-/en/stores/WOLF-Garten/page/A984B443-D1F4-45EE-817A-44467B9966AF?ref_=ast_bln,info@fairmarkt24.de,71312798611
15-Nov-20,Garden,Seller 832,Bloomï¿½s Medien-Marketing-Events,10000,96,1041,Germany,15,27,0,3,4,3,NATURA-FachbuchhandlungAdolf-Grimme-Ring 12Kleinmachnow14532DE,Seller 832-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Bloom%C2%B4s+Medien-Marketing-Events,NULL,NULL
15-Nov-20,Garden,Seller 833,Param,5000,95,215,Germany,15,29136,6880,0,0,4,Hohenstaufenring59Kï¿½lnNordrhein-Westfalen50674DE,Seller 833-storefrontlink,https://www.amazon.de/-/en/Param/b/ref=bl_dp_s_web_3123792031?ie=UTF8&node=3123792031&field-lbr_brands_browse-bin=Param,Verantwortlich,NULL
15-Nov-20,Garden,Seller 834,Technoline Store,982,96,23,Germany,14,2317,2188,0,0,0,Schreberweg1Kronshagen24119DE,Seller 834-storefrontlink,https://www.amazon.de/-/en/stores/technoline/page/1BB6DB7A-30C4-4E27-87B2-2A680DAD187B?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 835,HI,854,99,223,Germany,15,775,577,0,0,0,Wallweg 1WardenburgNiedersachsen26203DE,Seller 835-storefrontlink,https://www.amazon.de/-/en/HI/b/ref=bl_dp_s_web_17629597031?ie=UTF8&node=17629597031&field-lbr_brands_browse-bin=HI,Versandhandel,NULL
15-Nov-20,Garden,Seller 836,Puckator,NULL,73,234,Germany,0,0,0,30,31,22,Talstr  13HeilbronnBaden-Wï¿½rttemberg74078DE,Seller 836-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Puckator,info@furtwaengler.eu,71311231419
15-Nov-20,Garden,Seller 837,Tristar,125,80,10,Germany,15,712,463,0,0,20,Guts-Muths-Str 32DresdenSachsen01139DE,Seller 837-storefrontlink,https://www.amazon.de/-/en/Tristar/b/ref=bl_dp_s_web_3138883031?ie=UTF8&node=3138883031&field-lbr_brands_browse-bin=Tristar,info@sushk.de,351
15-Nov-20,Garden,Seller 838,actiTube,2000,80,415,Germany,16,32420,30140,15,18,20,Kurt-Schumacher-Str  123Gelsenkirchennrw45881DE,Seller 838-storefrontlink,https://www.amazon.de/-/en/actiTube/b/ref=bl_dp_s_web_19169691031?ie=UTF8&node=19169691031&field-lbr_brands_browse-bin=actiTube,NULL,NULL
15-Nov-20,Garden,Seller 839,ABC Home Garden,231,96,90,Germany,15,1202,326,0,8,3,Krokamp4aNeumï¿½nster24539DE,Seller 839-storefrontlink,https://www.amazon.de/-/en/ABC-Home-Garden/b/ref=bl_dp_s_web_5289339031?ie=UTF8&node=5289339031&field-lbr_brands_browse-bin=ABC+Home+Garden,info@versandlounge.de,4321
15-Nov-20,Garden,Seller 840,Technoline Store,NULL,86,95,Germany,0,0,0,0,6,8,Siedlerstr 18Trebsen OT Seelingstï¿½dt04687DE,Seller 840-storefrontlink,https://www.amazon.de/-/en/stores/technoline/page/1BB6DB7A-30C4-4E27-87B2-2A680DAD187B?ref_=ast_bln,info@versandrichter.de,3437708376
15-Nov-20,Garden,Seller 841,Triscan,10000,94,305,Germany,15,16961,119,0,0,0,Siedlungsstrasse15Hï¿½lzweiler66773DE,Seller 841-storefrontlink,https://www.amazon.de/-/en/Triscan/b/ref=bl_dp_s_web_2480892031?ie=UTF8&node=2480892031&field-lbr_brands_browse-bin=Triscan,info@lenkgetriebe.netGeschftsfhrung:,068319458970Telefax:
15-Nov-20,Garden,Seller 842,Vershy,96,97,108,Other,14,303,182,0,0,2,,Seller 842-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Vershy,simon@vershy24.eu,15734471093
15-Nov-20,Garden,Seller 843,Reisenthel,8000,97,38,Other,15,71670,51755,50,25,3,"Via Vitorchiano, 26RomaRM00189IT",Seller 843-storefrontlink,https://www.amazon.de/-/en/Reisenthel/b/ref=bl_dp_s_web_1686555031?ie=UTF8&node=1686555031&field-lbr_brands_browse-bin=Reisenthel,NULL,NULL
15-Nov-20,Garden,Seller 844,Nalgene,3000,92,129,Germany,14,1577,1547,0,8,6,Erlkamer Straï¿½e 2HolzkirchenBayern83607DE,Seller 844-storefrontlink,https://www.amazon.de/-/en/Nalgene/b/ref=bl_dp_s_web_1686278031?ie=UTF8&node=1686278031&field-lbr_brands_browse-bin=Nalgene,Impressum,NULL
15-Nov-20,Garden,Seller 845,Sonew,3000,91,111,Canada,3,91,72,0,0,8,Long gang qu bu ji jie dao zhong xing lu 11haobai sheng da sha Bqu 703shiShen zhen shiGang dong sheng5188116CN,Seller 845-storefrontlink,https://www.amazon.de/-/en/Sonew/b/ref=bl_sl_s_ap_web_15737633031?ie=UTF8&node=15737633031&field-lbr_brands_browse-bin=Sonew,NULL,NULL
15-Nov-20,Garden,Seller 846,SODIAL(R),2000,86,1113,Canada,15,570,418,15,12,11,fu tian qu fu tian jie dao fu hua lu jing hai hua yuan 10jshen zhenguangdong518000CN,Seller 846-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=SODIAL%28R%29,NULL,NULL
15-Nov-20,Garden,Seller 847,XXIOJUN-Shower Mat,2000,100,1,Canada,10,0,0,0,0,0,lv liang li shi qu xia an cun 142 haolv liang shishan xi sheng033000CN,Seller 847-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=XXIOJUN-Shower+Mat,NULL,NULL
15-Nov-20,Garden,Seller 848,Yankee Candle Store,827,98,251,Germany,13,10139,9398,5,2,2,Wallenroder Str 7-9Berlin13435DE,Seller 848-storefrontlink,https://www.amazon.de/-/en/stores/Yankee+Candle/page/B212CDCC-6B3A-488C-AC24-8C11FAE6DB7A?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 849,Miedhki,20000,43,7,Other,2,1,1,0,0,60,,Seller 849-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Miedhki,NULL,NULL
15-Nov-20,Garden,Seller 850,Hengda Store,59,95,395,Other,9,578,432,9,15,5,"unit 17,9/f towera,new mandarin plaza,no 14 science museum road,tsimshatsuikowloonhongkongHK",Seller 850-storefrontlink,https://www.amazon.de/-/en/stores/Hengda/page/721B8632-26B5-4113-B191-18A85A83E270?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 851,VHFIStj,2000,86,7,Canada,7,54,40,0,0,17,wu yang da jie 169haoen shi shihu bei sheng445000CN,Seller 851-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=VHFIStj,NULL,NULL
15-Nov-20,Garden,Seller 852,WUKALA,541,NULL,NULL,Canada,15,134,6,0,0,0,jinyuanquxinjincilu54zhong202haotaiyuanshishanxi030000CN,Seller 852-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=appliances&field-keywords=WUKALA,NULL,NULL
15-Nov-20,Garden,Seller 853,ViD Store,364,98,996,Germany,14,9241,7017,4,3,1,Lindenbrunnenstrasse4Achern77855DE,Seller 853-storefrontlink,https://www.amazon.de/-/en/stores/ViD/page/D2A030E3-DB2E-46CE-B8CF-889E89B35345?ref_=ast_bln,shop@violadirekt.eu,7841628433
15-Nov-20,Garden,Seller 854,Vida GmbH,82,95,66,Germany,13,414,85,0,0,3,Hessenring30Eschwege37269DE,Seller 854-storefrontlink,https://www.amazon.de/-/en/Vida-GmbH/b/ref=bl_dp_s_web_11726404031?ie=UTF8&node=11726404031&field-lbr_brands_browse-bin=Vida+GmbH,info@vidahome.deGeschftsfhrer:,49
15-Nov-20,Garden,Seller 855,VIDOO,5000,80,15,Canada,1,1,0,0,0,20,"Room K, Floor 18, Block B, Building B, Gonghang SquareNo  2-6, ZhongNan Road, Wuchang DistrictWuhanHubei430064CN",Seller 855-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=VIDOO,NULL,NULL
15-Nov-20,Garden,Seller 856,vielesguenstig-2013,1000,99,76,Germany,14,118,78,0,0,0,Hohensteiner Straï¿½e33Limbach-Oberfrohna09212DE,Seller 856-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=vielesguenstig-2013,NULL,NULL
15-Nov-20,Garden,Seller 857,designimdorf,911,97,65,Germany,14,4146,502,0,0,3,Metzendorfer Weg31RosengartenNiedersachsen21224DE,Seller 857-storefrontlink,https://www.amazon.de/-/en/designimdorf/b/ref=bl_dp_s_web_15938679031?ie=UTF8&node=15938679031&field-lbr_brands_browse-bin=designimdorf,Vier,4108
15-Nov-20,Garden,Seller 858,Dankuo,646,67,226,Canada,15,230,209,16,30,29,"GAOXINQU,Xinhushangyecheng,1Zhuang,513ShiSuzhouJingsu215010CN",Seller 858-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=Dankuo,NULL,NULL
15-Nov-20,Garden,Seller 859,VIHII,462,68,31,Canada,3,160,25,50,38,29,YuJinXiang Road No 36 Building A 6th floor Room 611-615YuHuaTai DistrictNanjingyuhuatai quChina210012CN,Seller 859-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=baby&field-keywords=VIHII,NULL,NULL
15-Nov-20,Garden,Seller 860,vijTIAN,NULL,85,119,Canada,0,0,0,10,8,13,tianhequkemulangbeipingjiupaierjie10hao201fangguangzhoushiguangdong510507CN,Seller 860-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=vijTIAN,NULL,NULL
15-Nov-20,Garden,Seller 861,Martinez Albainox,836,84,19,Other,15,731,333,33,29,16,,Seller 861-storefrontlink,https://www.amazon.de/-/en/Martinez-Albainox/b/ref=bl_dp_s_web_4404056031?ie=UTF8&node=4404056031&field-lbr_brands_browse-bin=Martinez+Albainox,Impressum:,49
15-Nov-20,Garden,Seller 862,Vitatool,235,100,47,Germany,5,52,23,0,0,0,Dundeestraï¿½e 17Wï¿½rzburgBayern97084DE,Seller 862-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Vitatool,info@vikongmbh.de,09391/9358555
15-Nov-20,Garden,Seller 863,STRICKER,6000,100,669,Germany,15,2436,716,0,0,0,Berliner Str 59Gï¿½terslohNordrhein-Westfalen33330DE,Seller 863-storefrontlink,https://www.amazon.de/-/en/STRICKER/b/ref=bl_dp_s_web_15230056031?ie=UTF8&node=15230056031&field-lbr_brands_browse-bin=STRICKER,info@vinfiz.de,NULL
15-Nov-20,Garden,Seller 864,Vinsani,835,89,28,Other,15,13561,1778,50,17,7,"VINSANI LTD 17 QUAD ROAD EAST LANEEast Lane Business Park,WembleyGreater LondonHA9 7NEGB",Seller 864-storefrontlink,https://www.amazon.de/-/en/Vinsani/b/ref=bl_dp_s_web_3349554031?ie=UTF8&node=3349554031&field-lbr_brands_browse-bin=Vinsani,NULL,NULL
15-Nov-20,Garden,Seller 865,XOX-T,995,50,4,Other,15,303,62,0,50,50,,Seller 865-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=XOX-T,NULL,NULL
15-Nov-20,Garden,Seller 866,VINSON,73,100,2,Canada,4,99,23,0,0,0,zhang keng jing she qu shang wei gong yequ dong yi gong ye yuan 100 dong 101long hua qu guan hu jie daoshen zhen shi518012CN,Seller 866-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=VINSON,NULL,NULL
15-Nov-20,Garden,Seller 867,oneOone,10000,75,16,Other,15,58,21,50,33,25,"291/2Prakash Mohalla, East of kaiashNew delhiDelhi110065IN",Seller 867-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=oneOone,NULL,NULL
15-Nov-20,Garden,Seller 868,VintFlea,1000,92,66,Other,14,5,3,0,0,33,"86-A, Second Floor,Shahpur JatNew DelhiDelhi110049IN",Seller 868-storefrontlink,https://www.amazon.de/-/en/VintFlea/b/ref=bl_sl_s_ap_web_17411582031?ie=UTF8&node=17411582031&field-lbr_brands_browse-bin=VintFlea,NULL,NULL
15-Nov-20,Garden,Seller 869,Unbekannt,85,100,2,Other,15,9,4,0,0,0,,Seller 869-storefrontlink,https://www.amazon.de/Unbekannt/b/ref=bl_dp_s_web_19533614031?ie=UTF8&node=19533614031&field-lbr_brands_browse-bin=Unbekannt,byToNi@web.de&br;,NULL
15-Nov-20,Garden,Seller 870,Neoteck Store,NULL,98,1033,Other,0,0,0,4,2,2,RM 1802B-A1 FORTRESS TOWER 250KING's RD NORTH POINTHK999077HK,Seller 870-storefrontlink,https://www.amazon.de/-/en/stores/Neoteck/page/564500CE-147F-478C-A25B-8B560DCECD00?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 871,Theresa,797,100,4,Canada,15,47,26,0,0,0,zhongyuxianghuangmaocun35haopujiangxianzhejiangsheng322200CN,Seller 871-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Theresa,NULL,NULL
15-Nov-20,Garden,Seller 872,ZTMN,90,40,5,Canada,15,2,2,75,60,60,xinanzhenningboluyuchongqinglujiaochakoumantingfangxiaoqu4haolou1danyuan301shiLuoheshiWuyangxianHenansheng462400CN,Seller 872-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=ZTMN,NULL,NULL
15-Nov-20,Garden,Seller 873,Viplili,30000,100,5,Other,7,5,1,0,0,0,,Seller 873-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Viplili,NULL,NULL
15-Nov-20,Garden,Seller 874,Viqie,7000,50,2,Canada,2,2,1,0,0,50,shanxishengtaiyuanshixiaodianqujinyangjie68haohaitangguojidasha14ceng15cengtaiyuanshishanxisheng030000CN,Seller 874-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Viqie,NULL,NULL
15-Nov-20,Garden,Seller 875,Wadse,3000,100,5,Canada,15,0,0,0,0,0,longhuaxinquguanlanjiedaosongyuanshashequxiangxixincun40hao109shenzhenguangdong518000CN,Seller 875-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Wadse,NULL,NULL
15-Nov-20,Garden,Seller 876,Simba Store,NULL,33,9,Other,0,0,0,0,0,0,"Via Arcora, 110 Palazzo GecosCasalnuovo di Napoli80013IT",Seller 876-storefrontlink,https://www.amazon.de/-/en/stores/Simba+Toys+GmbH+%26+Co.+KG/page/1F6F08EC-B65D-4306-9BFF-8E3239725B48?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 877,TFA Dostmann Store,10000,89,152,Other,15,13011,9657,0,6,8,Pravdova 837Jindrichuv HradecCzech Republic37701CZ,Seller 877-storefrontlink,https://www.amazon.de/-/en/stores/TFA+Dostmann+GmbH+%26+Co+KG/page/EAF5F066-D2DC-42AB-8D1D-9E5898BCA26D?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 878,Vispronet Store,694,93,42,Germany,1,8,7,20,9,7,Am Wiesengrund2KamenzSachsen01917DE,Seller 878-storefrontlink,https://www.amazon.de/stores/Vispronet/page/DBB46736-B519-4ACC-BB67-1DA3E9D7325B?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 879,Jata,NULL,0,1,Other,0,0,0,0,0,100,AV  CAMï¿½ FONDO 12- 16 LOCAL 4MARTORELLBARCELONA08760ES,Seller 879-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Jata,NULL,NULL
15-Nov-20,Garden,Seller 880,VITA5 Store,12,93,123,Other,3,742,461,8,9,6,Meerhof 28LeidenZuid Holland2321THNL,Seller 880-storefrontlink,https://www.amazon.de/-/en/stores/VITA5/page/BCBE6BCE-DF2A-447C-93EC-4F0C16095DE7?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 881,Metallfuxx,9,100,6,Germany,2,5,1,0,0,0,Hans-Mielich-Str 27Mï¿½nchenBayern81543DE,Seller 881-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Metallfuxx,NULL,NULL
15-Nov-20,Garden,Seller 882,wesentlich.,786,98,2333,Germany,15,427,343,1,1,2,Hanns-Martin-Schleyer Str  30aWillichNRW47877DE,Seller 882-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=wesentlich.,NULL,NULL
15-Nov-20,Garden,Seller 883,Varta Store,4000,94,6086,Germany,15,66776,32420,5,4,4,Emil-Von-Behring Straï¿½e 2AltripRheinland Pfalz67122DE,Seller 883-storefrontlink,https://www.amazon.de/-/en/stores/VARTA+/page/87AAE15C-9B74-43FD-BA30-44F9F1120060?ref_=ast_bln,service@vitamedquinger.com,4.96E+12
15-Nov-20,Garden,Seller 884,ROSMARINO,71,98,455,Other,4,1178,829,0,0,2,Gabelsbergerstraï¿½e 5Klagenfurt am Wï¿½rthersee9020AT,Seller 884-storefrontlink,https://www.amazon.de/-/en/ROSMARINO/b/ref=bl_dp_s_web_20313259031?ie=UTF8&node=20313259031&field-lbr_brands_browse-bin=ROSMARINO,NULL,NULL
15-Nov-20,Garden,Seller 885,RUSSKA,30000,96,274,Germany,14,2914,951,0,2,4,Vitego GmbHFï¿½rsterweg 26Vogelsdorf15370DE,Seller 885-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=office-products&field-keywords=RUSSKA,kundenservice@vitegoshop.deGeschftsfhrer:,4.93E+11
